Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,3374,1.03,0,2.16,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,982,0.22,0,1.25,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,26,135.43,82.21,188.65,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,3152,0.39,0.1,0.69,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,2059,0.13,0,0.41,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,381,0.06,0.06,0.06,,7/1/13,6/30/15
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.79,0.4,1.17,,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/12,3/31/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,514,1.39,0,2.86,,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Pressure sores,PSI_3_ULCER,No Different than the National Rate,123,0.44,0,1.9,,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,502,0.4,0.08,0.73,,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,397,0.17,0,0.5,,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Broken hip from a fall after surgery,PSI_8_POST_HIP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.89,0.39,1.39,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,124,2.7,1.6,4.4,,4/1/12,3/31/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,592,3.84,0,7.91,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,84,9.3,1.32,17.28,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,59,2.23,0,4.52,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,2807,0.9,0,2.09,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Pressure sores,PSI_3_ULCER,No Different than the National Rate,907,0.25,0,1.34,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,2796,0.43,0.12,0.74,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,2115,0.15,0,0.45,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,234,0.06,0.06,0.06,,7/1/13,6/30/15
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.67,0.28,1.06,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Better than the National Rate,2066,1.9,1.5,2.5,,4/1/12,3/31/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3319,3.02,0.68,5.36,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,257,8.89,1.69,16.08,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,128,2.67,0.43,4.92,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,9802,1.81,0.97,2.65,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Pressure sores,PSI_3_ULCER,No Different than the National Rate,3180,0.35,0,1.05,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,69,150.58,103.91,197.25,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,9400,0.31,0.04,0.58,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,6332,0.1,0,0.36,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,962,0.06,0.06,0.06,,7/1/13,6/30/15
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.8,0.54,1.07,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,352,2.8,1.9,4.3,,4/1/12,3/31/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1595,7.56,4.44,10.67,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,268,6.56,0,13.26,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,178,2.64,0.41,4.87,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,4073,0.87,0.04,1.69,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Pressure sores,PSI_3_ULCER,No Different than the National Rate,1480,0.17,0,1.07,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,58,111.94,63.57,160.31,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,3594,0.38,0.08,0.67,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,2435,0.14,0,0.43,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,1011,0.06,0.06,0.06,,7/1/13,6/30/15
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.85,0.56,1.15,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,133,3.5,2.1,5.7,,4/1/12,3/31/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1222,5.46,2.02,8.9,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,120,10.41,2.62,18.2,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,137,2.14,0,4.39,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,5265,1.02,0.07,1.98,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,2008,0.15,0,0.99,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,57,139.36,89.71,189,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,5127,0.42,0.13,0.71,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,3685,0.12,0,0.4,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,677,0.06,0.06,0.06,,7/1/13,6/30/15
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.79,0.46,1.12,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/12,3/31/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,40,4.92,0,10.04,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1193,1.29,0,2.71,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Pressure sores,PSI_3_ULCER,No Different than the National Rate,58,0.45,0,1.92,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,1173,0.39,0.07,0.71,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,965,0.15,0,0.46,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,26,0.06,0.06,0.06,,7/1/13,6/30/15
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.84,0.36,1.32,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,41,2.9,1.7,5.1,,4/1/12,3/31/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,250,5.01,0.37,9.66,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,97,10.06,2.41,17.71,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,35,2.27,0,4.58,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,2394,1.53,0.27,2.8,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Pressure sores,PSI_3_ULCER,No Different than the National Rate,715,0.24,0,1.32,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,2306,0.41,0.11,0.72,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,1673,0.14,0,0.44,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,118,0.06,0.06,0.06,,7/1/13,6/30/15
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.89,0.46,1.32,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,129,3.1,1.9,5.1,,4/1/12,3/31/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1697,2.77,0,5.69,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,128,7.65,0.41,14.88,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,192,2.04,0,4.24,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,7574,1.31,0.51,2.11,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Pressure sores,PSI_3_ULCER,No Different than the National Rate,2907,0.31,0,0.97,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,81,155.03,112.32,197.73,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,7087,0.26,0,0.52,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,4379,0.1,0,0.36,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,1227,0.06,0.06,0.06,,7/1/13,6/30/15
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.64,0.37,0.92,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,4/1/12,3/31/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3776,3.54,1.58,5.5,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,482,7.71,2.16,13.26,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,761,2.38,0.45,4.32,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Better than the National Rate,13737,0.8,0.31,1.29,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Pressure sores,PSI_3_ULCER,No Different than the National Rate,5049,0.05,0,0.55,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Better than the National Rate,215,102.44,69.93,134.96,,7/1/13,6/30/15
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,12624,0.46,0.24,0.68,,7/1/13,6/30/15
